name, b3lyp-t1-min-confs, b3lyp-t2-min-confs, min-G-t1, min-G-t2, confs-bw-G-t1, confs-bw-G-t1, confs-bw-rot-G-t1, confs-bw-rot-G-t1, exp-dG, min-dG, confs-bw-dG, confs-bw-rot-dG 
molDWRow_1072, 2, 2, -250631.7, -250629.9, -250631.7, -250629.9, -250633.8, -250632.1, 0.3, 1.7, 1.7, 1.7 
3.2 
molDWRow_108, 2, 4, -289669.1, -289660.3, -289669.5, -289660.7, -289670.7, -289661.5, 10.0, 8.8, 8.8, 9.2 
9.1 
molDWRow_1081, 1, 2, -272140.5, -272144.0, -272140.5, -272144.4, -272142.0, -272145.9, -5.6, -3.5, -3.9, -3.9 
-3.4 
molDWRow_1082, 4, 8, -306816.4, -306814.9, -306817.0, -306815.3, -306818.9, -306816.8, -2.0, 1.5, 1.7, 2.1 
4.2 
molDWRow_1083, 2, 8, -319281.9, -319273.8, -319281.9, -319274.5, -319283.4, -319275.6, 1.5, 8.1, 7.3, 7.8 
8.7 
molDWRow_109, 2, 4, -169536.7, -169526.0, -169537.2, -169526.7, -169539.2, -169527.9, 11.2, 10.8, 10.5, 11.3 
10.6 
molDWRow_110, 2, 11, -312950.5, -312941.0, -312950.9, -312941.0, -312953.5, -312942.9, 12.0, 9.5, 9.9, 10.5 
12.8 
molDWRow_1102, 2, 1, -356239.6, -356234.7, -356239.6, -356234.7, -356239.6, -356235.6, -1.4, 4.8, 4.8, 4.0 
4.7 
molDWRow_1106, 2, 2, -390939.7, -390936.8, -390940.2, -390936.8, -390941.0, -390937.2, 2.3, 2.9, 3.3, 3.7 
3.8 
molDWRow_113, 6, 11, -384568.3, -384573.1, -384568.3, -384573.2, -384568.7, -384574.0, 8.0, -4.8, -4.8, -5.3 
8.7 
molDWRow_114, 4, 5, -395973.4, -395983.9, -395973.9, -395984.4, -395974.7, -395985.6, 4.2, -10.5, -10.5, -10.9 
9.1 
molDWRow_115, 8, 12, -395974.0, -395984.4, -395974.8, -395985.0, -395975.2, -395985.8, 5.7, -10.4, -10.2, -10.6 
9.5 
molDWRow_116, 7, 15, -395981.7, -395987.4, -395981.7, -395987.7, -395982.1, -395988.5, 4.6, -5.7, -6.0, -6.4 
-1.0 
molDWRow_117, 7, 16, -406047.3, -406053.2, -406047.3, -406053.2, -406047.7, -406054.1, 4.0, -5.9, -5.9, -6.3 
8.5 
molDWRow_1181, 1, 2, -190254.3, -190269.8, -190254.3, -190270.3, -190254.8, -190270.7, 8.9, -15.5, -15.9, -15.9 
15.9 
molDWRow_1182, 1, 3, -335003.5, -335013.8, -335003.5, -335014.4, -335004.8, -335014.8, 6.3, -10.2, -10.9, -10.0 
10.9 
molDWRow_1183, 1, 8, -285934.5, -285948.3, -285934.5, -285948.3, -285936.0, -285949.4, 4.5, -13.8, -13.8, -13.4 
17.1 
molDWRow_1188, 1, 2, -286516.6, -286527.7, -286516.6, -286528.1, -286516.6, -286528.5, 6.3, -11.0, -11.4, -11.9 
11.1 
molDWRow_119, 8, 8, -395973.6, -395983.5, -395974.4, -395984.0, -395974.9, -395984.9, 6.6, -9.9, -9.6, -10.0 
8.8 
molDWRow_1190, 1, 2, -286516.1, -286526.2, -286516.1, -286526.6, -286516.1, -286527.1, 5.6, -10.2, -10.6, -11.0 
11.0 
molDWRow_1191, 1, 3, -382777.8, -382787.9, -382777.8, -382787.9, -382777.8, -382788.3, 4.2, -10.1, -10.1, -10.5 
7.8 
molDWRow_1192, 1, 2, -296563.9, -296574.4, -296563.9, -296574.8, -296563.9, -296575.2, 12.3, -10.5, -10.9, -11.3 
10.9 
molDWRow_1193, 1, 1, -200323.2, -200346.1, -200323.2, -200346.1, -200323.2, -200346.9, 10.2, -22.9, -22.9, -23.8 
23.7 
molDWRow_1195, 1, 2, -200309.8, -200318.0, -200309.8, -200318.5, -200309.8, -200318.9, 5.6, -8.3, -8.7, -9.1 
8.9 
molDWRow_1196, 1, 2, -296572.7, -296576.5, -296572.7, -296576.9, -296572.7, -296577.4, -0.7, -3.8, -4.2, -4.7 
5.0 
molDWRow_120, 4, 3, -395974.3, -395984.4, -395974.8, -395984.6, -395975.6, -395985.9, 6.0, -10.1, -9.9, -10.3 
9.2 
molDWRow_1201, 1, 2, -296584.5, -296596.2, -296584.5, -296596.6, -296584.5, -296597.0, 11.6, -11.7, -12.2, -12.6 
11.8 
molDWRow_121, 7, 7, -395986.1, -395984.6, -395986.1, -395985.1, -395986.5, -395986.0, 2.7, 1.5, 1.0, 0.6 
1.1 
molDWRow_122, 7, 10, -406051.9, -406051.6, -406051.9, -406052.3, -406052.3, -406053.2, 2.8, 0.3, -0.5, -0.9 
4.9 
molDWRow_1225, 2, 4, -286670.0, -286680.3, -286670.4, -286681.1, -286672.1, -286683.6, 5.9, -10.2, -10.7, -11.5 
10.5 
molDWRow_1228, 1, 2, -297337.8, -297345.6, -297337.8, -297346.0, -297338.8, -297347.5, 3.5, -7.9, -8.3, -8.7 
7.2 
molDWRow_1229, 6, 10, -490578.1, -490586.7, -490578.9, -490587.9, -490580.7, -490590.3, 4.8, -8.6, -9.1, -9.5 
8.5 
molDWRow_1230, 1, 2, -393593.5, -393600.1, -393593.5, -393600.5, -393594.6, -393601.9, 3.0, -6.5, -6.9, -7.3 
6.2 
molDWRow_1231, 1, 2, -393593.9, -393602.4, -393593.9, -393602.8, -393595.0, -393604.3, 3.8, -8.4, -8.8, -9.3 
8.4 
molDWRow_1232, 7, 2, -343735.3, -343744.0, -343735.6, -343744.0, -343736.0, -343744.4, 5.5, -8.8, -8.4, -8.4 
5.6 
molDWRow_1233, 1, 2, -343744.4, -343749.7, -343744.4, -343750.1, -343744.8, -343750.9, 7.5, -5.2, -5.6, -6.1 
6.1 
molDWRow_1234, 1, 4, -368358.9, -368364.5, -368358.9, -368365.1, -368360.3, -368366.6, 8.2, -5.6, -6.2, -6.2 
6.2 
molDWRow_1235, 3, 3, -488488.5, -488496.2, -488489.0, -488496.3, -488489.8, -488497.2, 4.9, -7.6, -7.4, -7.4 
4.7 
molDWRow_1239, 1, 2, -343734.7, -343746.8, -343734.7, -343747.2, -343735.2, -343748.0, 8.9, -12.0, -12.4, -12.8 
13.1 
molDWRow_1240, 1, 4, -368348.8, -368361.4, -368348.8, -368361.9, -368350.3, -368363.4, 9.4, -12.6, -13.1, -13.1 
13.6 
molDWRow_1241, 1, 2, -186522.1, -186534.2, -186522.1, -186534.6, -186522.1, -186535.0, 8.9, -12.1, -12.5, -12.9 
12.9 
molDWRow_1242, 1, 2, -221193.2, -221203.4, -221193.2, -221203.8, -221194.3, -221205.3, 10.1, -10.2, -10.6, -11.0 
10.9 
molDWRow_1243, 1, 4, -245805.8, -245819.1, -245805.8, -245819.2, -245808.0, -245821.3, 13.1, -13.3, -13.3, -13.3 
12.0 
molDWRow_1249, 5, 6, -214318.5, -214322.0, -214318.5, -214322.0, -214320.7, -214324.6, -3.8, -3.5, -3.5, -3.9 
-0.5 
molDWRow_1250, 9, 7, -224399.3, -224400.4, -224399.9, -224401.5, -224401.3, -224403.8, -4.2, -1.0, -1.7, -2.5 
0.8 
molDWRow_1254, 5, 7, -297504.8, -297498.7, -297505.2, -297499.8, -297508.2, -297502.8, -3.7, 6.1, 5.4, 5.4 
-8.7 
molDWRow_126, 12, 8, -492231.1, -492239.5, -492231.6, -492240.0, -492232.0, -492240.8, 5.7, -8.4, -8.4, -8.8 
7.2 
molDWRow_1321, 8, 15, -311313.0, -311306.2, -311313.0, -311306.6, -311315.5, -311309.1, 0.4, 6.8, 6.4, 6.4 
6.5 
molDWRow_1322, 4, 11, -478440.6, -478431.6, -478441.0, -478432.4, -478442.2, -478433.6, 0.5, 9.0, 8.6, 8.6 
9.5 
molDWRow_1324, 15, 21, -346017.2, -346015.5, -346017.7, -346016.1, -346020.6, -346019.0, -4.5, 1.8, 1.6, 1.6 
1.5 
molDWRow_1341, 3, 1, -262072.8, -262071.9, -262072.8, -262071.9, -262075.0, -262074.0, -2.7, 0.9, 0.9, 0.9 
-1.0 
molDWRow_1342, 2, 1, -237447.7, -237446.9, -237447.7, -237446.9, -237448.8, -237448.0, -2.5, 0.8, 0.8, 0.8 
-0.4 
molDWRow_1343, 3, 1, -309225.2, -309224.5, -309225.6, -309224.5, -309227.7, -309226.6, -2.5, 0.7, 1.1, 1.1 
-1.4 
molDWRow_1344, 8, 3, -343209.1, -343210.1, -343209.1, -343210.1, -343210.6, -343211.5, -1.8, -1.0, -1.0, -1.0 
-4.3 
molDWRow_1345, 12, 6, -404917.5, -404913.8, -404918.0, -404914.5, -404920.6, -404917.0, -1.9, 3.7, 3.6, 3.6 
2.6 
molDWRow_1346, 3, 1, -295268.0, -295266.2, -295268.0, -295266.2, -295269.1, -295267.3, -1.6, 1.8, 1.8, 1.8 
-0.2 
molDWRow_1347, 3, 1, -262072.8, -262066.2, -262072.8, -262066.2, -262075.0, -262068.3, -2.7, 6.6, 6.6, 6.6 
7.2 
molDWRow_1348, 2, 1, -237447.7, -237438.6, -237447.7, -237438.6, -237448.8, -237439.6, -2.6, 9.1, 9.1, 9.1 
7.3 
molDWRow_1349, 3, 1, -309225.2, -309214.9, -309225.6, -309214.9, -309227.7, -309217.0, -2.4, 10.3, 10.7, 10.7 
6.1 
molDWRow_1350, 8, 3, -343209.1, -343203.7, -343209.1, -343203.7, -343210.6, -343205.2, -1.9, 5.4, 5.4, 5.4 
2.3 
molDWRow_1351, 12, 7, -404917.5, -404907.2, -404918.0, -404907.3, -404920.6, -404909.9, -1.7, 10.3, 10.7, 10.7 
8.7 
molDWRow_1352, 3, 1, -295268.0, -295257.9, -295268.0, -295257.9, -295269.1, -295258.9, -1.5, 10.1, 10.1, 10.1 
7.8 
molDWRow_1353, 1, 1, -262071.9, -262066.2, -262071.9, -262066.2, -262074.1, -262068.3, 0.1, 5.7, 5.7, 5.7 
8.3 
molDWRow_1354, 1, 1, -237446.9, -237438.6, -237446.9, -237438.6, -237448.0, -237439.6, -0.1, 8.4, 8.4, 8.4 
7.8 
molDWRow_1355, 1, 1, -309224.5, -309214.9, -309224.5, -309214.9, -309226.6, -309217.0, 0.1, 9.6, 9.6, 9.6 
7.6 
molDWRow_1356, 3, 3, -343210.1, -343203.7, -343210.1, -343203.7, -343211.5, -343205.2, -0.0, 6.4, 6.4, 6.4 
6.5 
molDWRow_1357, 6, 7, -404913.8, -404907.2, -404914.5, -404907.3, -404917.0, -404909.8, 0.2, 6.6, 7.2, 7.2 
7.6 
molDWRow_1358, 1, 1, -295266.2, -295257.9, -295266.2, -295257.9, -295267.2, -295258.9, 0.1, 8.3, 8.3, 8.3 
8.1 
molDWRow_1365, 2, 2, -257571.6, -257573.3, -257572.0, -257573.7, -257572.4, -257574.1, -3.3, -1.7, -1.7, -1.7 
-2.3 
molDWRow_1366, 2, 2, -282199.2, -282200.8, -282199.7, -282201.2, -282201.1, -282202.7, -3.2, -1.5, -1.5, -1.5 
-1.6 
molDWRow_1367, 1, 2, -257573.1, -257571.6, -257573.1, -257572.0, -257573.1, -257572.4, 3.6, 1.4, 1.0, 0.6 
-0.5 
molDWRow_1368, 1, 2, -282200.4, -282199.2, -282200.4, -282199.7, -282201.5, -282201.1, 2.8, 1.2, 0.8, 0.3 
-1.2 
molDWRow_1370, 2, 1, -392277.6, -392274.4, -392278.0, -392274.4, -392278.8, -392275.3, 5.9, 3.2, 3.6, 3.6 
None 
molDWRow_1377, 1, 1, -401589.2, -401595.0, -401589.2, -401595.0, -401589.2, -401595.4, -2.2, -5.8, -5.8, -6.2 
None 
molDWRow_1378, 1, 1, -391529.5, -391531.3, -391529.5, -391531.3, -391529.5, -391531.3, 2.2, -1.8, -1.8, -1.8 
None 
molDWRow_1379, 1, 1, -401592.3, -401590.4, -401592.3, -401590.4, -401592.3, -401590.4, -1.1, 1.8, 1.8, 1.8 
None 
molDWRow_1380, 2, 2, -436250.7, -436248.0, -436251.1, -436248.4, -436251.6, -436248.8, -3.7, 2.7, 2.7, 2.7 
None 
molDWRow_1381, 1, 2, -186522.1, -186527.0, -186522.1, -186527.4, -186522.1, -186527.8, 7.5, -4.8, -5.3, -5.7 
5.2 
molDWRow_1384, 1, 2, -188923.7, -188933.0, -188923.7, -188933.4, -188923.7, -188934.2, 7.0, -9.3, -9.7, -10.5 
10.1 
molDWRow_1385, 2, 1, -176465.4, -176455.1, -176465.8, -176455.1, -176466.2, -176455.6, 4.2, 10.3, 10.7, 10.7 
10.7 
molDWRow_141, 1, 5, -192084.7, -192079.2, -192084.7, -192079.2, -192087.3, -192080.7, 6.6, 5.5, 5.5, 6.6 
12.0 
molDWRow_1411, 1, 1, -212818.4, -212815.1, -212818.4, -212815.1, -212818.8, -212815.5, -3.0, 3.3, 3.3, 3.3 
3.8 
molDWRow_1413, 2, 3, -247518.7, -247525.3, -247519.2, -247526.0, -247520.0, -247526.4, -3.5, -6.6, -6.8, -6.4 
-7.5 
molDWRow_1414, 1, 2, -247522.7, -247518.7, -247522.7, -247519.2, -247523.1, -247520.0, 2.0, 3.9, 3.5, 3.1 
-4.2 
molDWRow_1415, 1, 2, -247522.7, -247525.3, -247522.7, -247525.8, -247523.1, -247526.2, 5.6, -2.6, -3.1, -3.1 
3.5 
molDWRow_1422, 2, 3, -248272.0, -248272.2, -248272.5, -248272.2, -248273.3, -248273.4, 1.6, -0.1, 0.3, -0.1 
-2.6 
molDWRow_1423, 2, 2, -257560.7, -257579.4, -257561.1, -257579.8, -257561.5, -257580.2, -7.5, -18.7, -18.7, -18.7 
-19.8 
molDWRow_1424, 1, 2, -257577.1, -257579.4, -257577.1, -257579.8, -257577.1, -257580.2, 2.7, -2.3, -2.7, -3.1 
3.4 
molDWRow_1450, 1, 2, -284263.6, -284284.7, -284263.6, -284285.1, -284266.1, -284288.1, 8.2, -21.1, -21.5, -21.9 
21.6 
molDWRow_1451, 1, 1, -200325.7, -200347.5, -200325.7, -200347.5, -200325.7, -200347.9, 8.9, -21.7, -21.7, -22.2 
19.0 
molDWRow_1452, 1, 2, -235035.2, -235053.8, -235035.2, -235054.2, -235035.6, -235055.0, 8.0, -18.6, -19.0, -19.4 
22.5 
molDWRow_1453, 2, 2, -235031.7, -235053.8, -235032.1, -235054.2, -235032.5, -235055.0, 7.6, -22.1, -22.1, -22.5 
21.8 
molDWRow_1454, 1, 3, -284263.4, -284286.0, -284263.4, -284286.1, -284265.9, -284289.1, 8.0, -22.6, -22.8, -23.2 
21.2 
molDWRow_1455, 3, 6, -259647.8, -259669.0, -259648.2, -259669.7, -259649.3, -259671.2, 7.8, -21.2, -21.5, -21.9 
23.2 
molDWRow_1456, 2, 6, -259645.7, -259669.0, -259646.1, -259669.7, -259647.6, -259671.2, 7.4, -23.3, -23.6, -23.6 
23.6 
molDWRow_1465, 1, 2, -262641.2, -262644.4, -262641.2, -262644.8, -262641.6, -262645.6, -1.9, -3.2, -3.6, -4.0 
-3.6 
molDWRow_1484, 2, 1, -272727.3, -272719.7, -272727.7, -272719.7, -272728.1, -272720.1, 3.1, 7.5, 8.0, 8.0 
8.3 
molDWRow_1485, 1, 2, -198980.8, -198992.9, -198980.8, -198993.3, -198980.8, -198993.7, 10.1, -12.0, -12.5, -12.9 
12.7 
molDWRow_1487, 1, 2, -343783.6, -343788.2, -343783.6, -343788.6, -343783.6, -343789.0, 6.4, -4.6, -5.0, -5.4 
5.1 
molDWRow_1488, 2, 2, -343788.2, -343780.6, -343788.6, -343781.0, -343789.0, -343781.4, 1.2, 7.6, 7.6, 7.6 
7.6 
molDWRow_1489, 1, 2, -343783.6, -343780.6, -343783.6, -343781.0, -343783.6, -343781.4, 5.2, 3.1, 2.7, 2.2 
-1.9 
molDWRow_1490, 1, 1, -487791.3, -487792.7, -487791.3, -487792.7, -487791.3, -487792.7, 3.3, -1.4, -1.4, -1.4 
None 
molDWRow_1491, 1, 1, -391522.0, -391532.9, -391522.0, -391532.9, -391522.0, -391532.9, 1.0, -10.9, -10.9, -10.9 
-11.3 
molDWRow_1492, 1, 1, -401584.5, -401592.7, -401584.5, -401592.7, -401584.5, -401592.7, -2.3, -8.2, -8.2, -8.2 
-7.8 
molDWRow_1493, 1, 1, -401585.7, -401601.5, -401585.7, -401601.5, -401585.7, -401601.5, -3.4, -15.8, -15.8, -15.8 
-16.5 
molDWRow_1494, 1, 1, -411634.1, -411648.0, -411634.1, -411648.0, -411634.1, -411648.0, -4.9, -13.9, -13.9, -13.9 
-13.5 
molDWRow_1495, 1, 1, -295268.0, -295268.3, -295268.0, -295268.3, -295268.0, -295268.3, 4.8, -0.2, -0.2, -0.2 
-1.0 
molDWRow_1496, 1, 1, -315375.3, -315377.8, -315375.3, -315377.8, -315375.3, -315378.2, -1.1, -2.5, -2.5, -2.9 
-2.6 
molDWRow_1499, 2, 3, -260001.7, -259993.8, -260001.7, -259993.8, -260001.7, -259993.8, -0.0, 7.9, 7.9, 7.9 
9.2 
molDWRow_1500, 2, 1, -309077.5, -309081.6, -309077.5, -309081.6, -309077.5, -309081.6, -7.2, -4.1, -4.1, -4.1 
-4.2 
molDWRow_1501, 2, 1, -222865.6, -222864.1, -222865.6, -222864.1, -222865.6, -222864.9, -3.3, 1.5, 1.5, 0.7 
1.4 
molDWRow_1502, 2, 1, -222863.8, -222867.7, -222864.0, -222867.7, -222864.0, -222868.5, -7.0, -3.9, -3.7, -4.5 
-4.2 
molDWRow_1503, 1, 1, -222893.6, -222892.4, -222893.6, -222892.4, -222894.1, -222892.8, -2.2, 1.3, 1.3, 1.3 
2.2 
molDWRow_1504, 2, 1, -222861.9, -222866.2, -222861.9, -222866.2, -222861.9, -222866.6, -4.8, -4.3, -4.3, -4.7 
-4.4 
molDWRow_1505, 2, 1, -309075.5, -309076.0, -309075.8, -309076.0, -309075.8, -309076.0, -6.1, -0.6, -0.2, -0.2 
-0.7 
molDWRow_1506, 1, 1, -309076.0, -309069.6, -309076.0, -309069.6, -309076.0, -309069.6, 2.9, 6.4, 6.4, 6.4 
6.6 
molDWRow_1508, 2, 2, -188927.5, -188918.5, -188927.5, -188918.9, -188927.5, -188920.3, -0.0, 9.0, 8.6, 7.3 
8.7 
molDWRow_1509, 2, 2, -213547.9, -213536.0, -213547.9, -213536.4, -213549.0, -213537.9, 0.7, 11.9, 11.5, 11.1 
10.2 
molDWRow_1510, 2, 2, -333675.8, -333663.0, -333675.8, -333663.4, -333676.3, -333664.2, 1.4, 12.8, 12.5, 12.0 
11.7 
molDWRow_1511, 2, 2, -201380.2, -201374.8, -201380.2, -201375.2, -201380.2, -201375.6, 2.7, 5.4, 4.9, 4.5 
5.4 
molDWRow_1512, 2, 2, -226007.4, -226003.1, -226007.4, -226003.5, -226008.4, -226004.5, 1.5, 4.3, 3.9, 3.9 
4.4 
molDWRow_1513, 2, 2, -238178.2, -238172.2, -238178.2, -238172.4, -238180.3, -238175.0, -2.5, 6.0, 5.7, 5.3 
5.7 
molDWRow_1514, 2, 2, -262794.8, -262788.6, -262794.8, -262788.7, -262798.1, -262792.3, -1.8, 6.3, 6.1, 5.7 
7.8 
molDWRow_1515, 8, 6, -382920.8, -382914.0, -382921.4, -382914.8, -382923.9, -382917.4, -1.1, 6.8, 6.5, 6.5 
6.6 
molDWRow_1516, 2, 1, -226006.6, -226006.6, -226006.7, -226006.6, -226007.7, -226007.7, -1.2, -0.1, 0.0, 0.0 
-0.4 
molDWRow_1517, 1, 2, -238176.1, -238166.3, -238176.1, -238166.7, -238178.7, -238169.3, -2.0, 9.8, 9.4, 9.4 
6.6 
molDWRow_1518, 1, 6, -238176.1, -238172.6, -238176.1, -238172.7, -238178.7, -238174.8, 0.4, 3.5, 3.4, 3.8 
3.8 
molDWRow_1519, 1, 2, -226012.0, -226006.5, -226012.0, -226006.7, -226013.5, -226007.7, 1.6, 5.5, 5.4, 5.8 
4.6 
molDWRow_1521, 9, 8, -214284.9, -214291.3, -214285.3, -214291.7, -214286.5, -214293.4, -7.0, -6.4, -6.4, -6.8 
-6.2 
molDWRow_1522, 4, 8, -226741.3, -226746.4, -226741.7, -226747.2, -226743.0, -226748.4, -3.7, -5.0, -5.4, -5.4 
-5.7 
molDWRow_1523, 4, 4, -189661.5, -189667.7, -189661.9, -189668.1, -189662.8, -189669.4, -6.1, -6.2, -6.2, -6.6 
-6.6 
molDWRow_1524, 4, 4, -202120.3, -202123.9, -202120.7, -202124.4, -202121.5, -202125.3, -2.9, -3.6, -3.7, -3.7 
-4.4 
molDWRow_1528, 4, 5, -260723.3, -260726.2, -260723.7, -260726.3, -260724.6, -260727.5, -6.1, -2.9, -2.6, -3.0 
-1.4 
molDWRow_1534, 3, 4, -275854.6, -275869.8, -275855.2, -275870.2, -275856.7, -275871.7, -11.7, -15.2, -15.0, -15.0 
-15.7 
molDWRow_1535, 2, 6, -144903.2, -144893.2, -144903.3, -144893.6, -144904.8, -144894.4, 10.6, 10.0, 9.7, 10.4 
11.8 
molDWRow_1536, 1, 2, -154231.5, -154223.2, -154231.5, -154223.5, -154232.6, -154224.3, 7.2, 8.3, 8.0, 8.3 
8.7 
molDWRow_1537, 1, 1, -192654.2, -192648.6, -192654.2, -192648.6, -192655.0, -192649.4, -2.7, 5.6, 5.6, 5.6 
5.2 
molDWRow_1544, 22, 6, -261835.0, -261825.8, -261835.6, -261825.8, -261836.4, -261826.2, 11.5, 9.2, 9.8, 10.2 
10.9 
molDWRow_1546, 2, 1, -249919.3, -249909.8, -249919.4, -249909.8, -249919.9, -249910.2, -2.3, 9.5, 9.7, 9.7 
9.8 
molDWRow_1547, 8, 23, -289820.5, -289828.6, -289821.0, -289829.2, -289823.7, -289832.0, 1.5, -8.1, -8.2, -8.2 
7.7 
molDWRow_155, 5, 4, -217264.1, -217259.0, -217264.7, -217259.8, -217265.9, -217260.2, 1.4, 5.0, 4.8, 5.7 
6.8 
molDWRow_1556, 22, 37, -286619.3, -286636.4, -286620.8, -286638.2, -286622.0, -286639.4, 10.0, -17.1, -17.4, -17.4 
17.4 
molDWRow_1559, 9, 26, -276574.5, -276591.6, -276575.3, -276592.5, -276577.2, -276594.4, 2.7, -17.0, -17.2, -17.2 
17.9 
molDWRow_1560, 2, 6, -251219.9, -251230.3, -251220.0, -251231.1, -251220.8, -251231.9, 1.8, -10.4, -11.1, -11.1 
10.9 
molDWRow_1568, 7, 9, -265207.1, -265206.9, -265207.6, -265207.3, -265209.9, -265209.6, 2.0, 0.2, 0.3, 0.3 
-1.0 
molDWRow_1569, 4, 8, -265207.4, -265207.1, -265207.8, -265207.6, -265210.1, -265209.9, 1.2, 0.3, 0.2, 0.2 
-3.6 
molDWRow_1572, 2, 3, -432334.3, -432333.7, -432334.7, -432333.8, -432335.2, -432334.2, 1.1, 0.6, 1.0, 1.0 
0.5 
molDWRow_1573, 2, 2, -312210.3, -312206.0, -312210.7, -312206.2, -312211.8, -312207.3, 2.6, 4.2, 4.5, 4.5 
4.6 
molDWRow_1574, 4, 7, -359366.7, -359360.9, -359367.2, -359361.3, -359368.2, -359362.4, 0.7, 5.9, 5.8, 5.8 
5.3 
molDWRow_158, 1, 2, -288916.1, -288924.0, -288916.1, -288924.1, -288916.5, -288924.1, -9.7, -7.8, -8.0, -7.6 
-7.7 
molDWRow_159, 1, 2, -288913.5, -288924.0, -288913.5, -288924.1, -288914.0, -288924.1, -8.4, -10.4, -10.6, -10.2 
-10.0 
molDWRow_1594, 1, 2, -346162.0, -346156.2, -346162.0, -346156.2, -346162.9, -346156.6, 5.5, 5.9, 5.9, 6.3 
6.0 
molDWRow_1595, 2, 2, -370788.2, -370782.7, -370788.6, -370782.7, -370790.0, -370784.2, 3.3, 5.5, 5.9, 5.9 
5.6 
molDWRow_1596, 2, 2, -333688.3, -333692.0, -333688.7, -333692.0, -333689.5, -333692.4, 2.7, -3.7, -3.3, -2.9 
-1.2 
molDWRow_1597, 5, 5, -358315.7, -358316.1, -358315.7, -358316.1, -358317.2, -358317.6, 0.5, -0.4, -0.4, -0.4 
-0.9 
molDWRow_1598, 6, 2, -478437.7, -478440.5, -478438.4, -478440.9, -478439.2, -478441.7, -1.0, -2.7, -2.5, -2.5 
-2.9 
